"id","sex","birthdate","status","mom","dad","number_littermates","litrank","birthYear","clan","rank","stan_rank","dengrad","weaned","disappeared","disappeared_event_status","dispersal","mating"
"tdum","m",1996-03-20,"r","bb","stg","1","1",1996,"talek",7,0.58,1996-12-19,1997-04-28,1999-12-07,"dls",NA,NA
"ted","f",2010-10-30,"r","aqua",NA,"1","2",2010,"talek",9,0.42,2011-05-25,2011-07-18,2018-03-25,"dls",NA,2013-08-09
"tedy","f",2013-11-04,"r","sau",NA,"1","2",2013,"serena.n",8,0.3,2014-06-10,2014-09-08,2018-10-26,"dead",NA,2016-09-08
"tena","m",2015-08-02,"r","odd",NA,"0",NA,2015,"talek",12,0.48,2016-07-29,2016-11-20,2018-01-02,"dls",NA,NA
"tera","u",2017-02-12,"r","silk",NA,"1","2",2017,"happy.zebra",20,-0.72,NA,NA,2017-07-08,"dls",NA,NA
"tero","f",2011-02-16,"r","awp","scrf","1","1",2011,"serena.n",17,-0.68,2011-12-17,2012-03-18,2023-01-23,"dls",NA,2014-07-15
"terv","m",2016-01-17,"r","tru",NA,"1","2",2016,"serena.s",20,-0.65,2017-02-22,2017-08-15,NA,"dls",2018-12-15,NA
"teva","m",2008-04-16,"r","hex",NA,"0",NA,2008,"talek",18,-0.78,2009-01-25,2009-02-19,2010-01-29,"dls",NA,NA
"tgly","m",2016-10-17,"r","maa",NA,"0",NA,2016,"talek",30,0.01,2017-06-06,NA,NA,"dls",NA,NA
"tgpi","f",2012-01-03,"r","mgta",NA,"1","2",2012,"talek",13,0.52,2012-09-14,2012-12-18,NA,"dls",NA,2014-10-24
"tgw","f",2005-11-20,"r","tia",NA,"1","2",2005,"talek",2,0.88,2006-08-16,2006-11-27,2006-12-12,"dls",NA,NA
"thi","u",1995-03-13,"r","23s",NA,"1",NA,1995,"talek",23,-0.51,NA,NA,1995-03-26,"dead",NA,NA
"thls","f",2015-09-15,"r","erem",NA,"0",NA,2015,"happy.zebra",4,0.66,2016-09-25,2016-09-13,NA,"dls",NA,2018-09-05
"thnd","m",2014-09-23,"r","pala",NA,"1","1",2014,"serena.s",12,-0.22,2015-05-15,2015-06-23,2015-07-20,"dls",NA,NA
"tho","u",1999-05-25,"r","who",NA,"1","2",1999,"talek",4,0.8,NA,NA,1999-06-15,"dead",NA,NA
"thom","u",2006-04-01,"r","ali",NA,"1","2",2006,"talek",8,0.12,NA,NA,2006-11-16,"dls",NA,NA
"thor","f",2002-03-08,"r","mrph",NA,"1",NA,2002,"talek",1,1,2002-11-10,2002-12-08,2003-01-20,"dls",NA,NA
"thrl","m",2013-12-30,"r","hkr",NA,"1","2",2013,"serena.n",7,0.4,NA,NA,2014-05-03,"dls",NA,NA
"thum","m",1994-07-12,"r","bm",NA,"1","2",1994,"talek",19,-0.56,NA,NA,1994-09-05,"dead",NA,NA
"thy","m",2010-11-22,"r","badg",NA,"0",NA,2010,"serena.s",13,-0.41,2011-07-11,2011-11-09,2014-04-03,"dls",NA,NA
"tia","f",2003-02-18,"r","mrph",NA,"1","1",2003,"talek",1,1,2003-10-27,2004-02-12,2006-12-09,"dead",NA,2005-08-02
"tian","f",2013-07-04,"r","parc",NA,"1","2",2013,"talek",19,0.23,2014-04-29,2014-02-15,NA,"dls",NA,2015-05-11
"tica","m",2012-10-04,"r","hel",NA,"1","2",2012,"talek",2,0.96,2013-07-29,2013-08-28,2016-01-25,"dls",NA,NA
"tig","m",1994-09-08,"r","lg",NA,"1","1",1994,"talek",23,-0.91,NA,NA,1995-03-17,"dead",NA,NA
"tilt","f",2008-07-20,"r","ffl",NA,"1","1",2008,"talek",13,-0.26,2009-05-04,2009-08-27,NA,"dls",NA,2011-07-07
"timo","m",2015-04-01,"r","juno",NA,"1","1",2015,"talek",6,0.76,2015-10-11,2016-08-14,2018-08-06,"dls",NA,NA
"ting","m",2018-01-01,"r","snug",NA,"1","1",2018,"serena.s",11,-0.11,NA,NA,2018-04-21,"dls",NA,NA
"tini","m",2003-06-28,"r","mp",NA,"1","2",2003,"talek",11,-0.25,2004-04-29,2004-06-28,2007-08-19,"dls",NA,NA
"tinu","f",1989-01-12,"r","gw",NA,"0","1",1989,"talek",13,-0.04,1989-09-07,NA,1990-01-08,"dead",NA,NA
"tip","f",2017-10-22,"r","remi",NA,"1","1",2017,"serena.n",8,0.33,2018-09-25,NA,NA,"",NA,2021-06-26
"tiq","m",2016-10-28,"r","neon",NA,"1","1",2016,"talek",33,-0.08,2017-07-19,NA,2020-05-27,"dls",NA,NA
"tira","m",2014-04-29,"r","hel","hrlm","1","2",2014,"talek",3,0.91,2014-11-25,2015-03-02,2017-11-08,"dls",NA,NA
"tit","m",1993-08-15,"r","ot","sy","1","2",1993,"talek",8,0.3,1994-04-22,1994-08-01,1995-03-19,"dead",NA,NA
"titn","m",2010-10-25,"r","pan",NA,"1","1",2010,"talek",5,0.71,2011-06-27,2011-08-26,2013-11-30,"dls",NA,NA
"tndr","m",2015-01-29,"r","lust",NA,"0",NA,2015,"talek",35,-0.58,NA,2015-08-22,2017-04-21,"dls",NA,NA
"tngy","m",2017-02-25,"r","dang",NA,"1","1",2017,"serena.s",2,0.9,NA,NA,2017-11-10,"dls",NA,NA
"tnks","f",2013-03-15,"r","alfe",NA,"0",NA,2013,"talek",26,-0.06,2014-01-03,2013-11-27,2022-05-17,"dls",NA,2015-10-31
"tntn","u",2015-03-10,"r","ink",NA,"2",NA,2015,"serena.n",15,-0.4,NA,NA,2015-04-10,"dls",NA,NA
"toad","f",2013-08-18,"r","cart",NA,"1","1",2013,"talek",46,-0.91,2014-05-21,2014-07-11,2016-12-10,"dls",NA,NA
"toba","f",2016-08-11,"r","java","dee","1","2",2016,"serena.s",1,1,2017-02-25,NA,2019-08-17,"dls",NA,NA
"tof","u",1999-04-24,"r","mp",NA,"1","1",1999,"talek",10,0.4,NA,NA,1999-05-13,"dls",NA,NA
"toot","u",2017-12-03,"r","fuzz",NA,"1",NA,2017,"serena.n",18,-0.61,NA,NA,2017-12-23,"dls",NA,NA
"toph","m",2017-05-25,"r","ana","trot","1","2",2017,"serena.n",4,0.71,NA,NA,2020-02-25,"dls",NA,NA
"tort","u",2008-04-01,"r","guci",NA,"1","1",2008,"talek",9,0.15,NA,NA,2008-05-27,"dls",NA,NA
"tpac","m",2010-03-01,"r","zoey",NA,"0",NA,2010,"serena.n",2,0.88,2011-01-28,2010-10-07,2013-06-25,"dls",NA,NA
"tpe","f",2009-01-10,"r","mos",NA,"1","2",2009,"talek",4,0.71,2009-08-05,2009-10-29,2013-05-28,"dls",NA,2011-10-25
"tq","f",1990-10-20,"r","ua",NA,"1","1",1990,"talek",8,0.3,1991-08-09,NA,1991-08-10,"dead",NA,NA
"trdo","u",2011-09-12,"r","rbc",NA,"1","2",2011,"serena.n",3,0.78,NA,NA,2012-03-18,"dls",NA,NA
"treb","m",2013-12-02,"r","pike",NA,"1","1",2013,"happy.zebra",1,1,2014-09-25,2014-10-11,2018-06-23,"dls",NA,NA
"tric","u",2011-02-16,"r","awp",NA,"1","2",2011,"serena.n",17,-0.68,NA,NA,2011-04-06,"dls",NA,NA
"trni","m",2012-07-04,"r","wafl",NA,"0",NA,2012,"serena.n",1,1,2013-02-18,2013-07-03,NA,"dls",2019-10-21,NA
"trop","u",2010-12-16,"r","taj",NA,"1","1",2010,"serena.s",8,0.17,NA,NA,2011-03-13,"dls",NA,NA
"trub","u",2015-02-15,"r","adon",NA,NA,NA,2015,"talek",15,0.34,NA,2016-01-28,2019-11-15,"dls",NA,NA
"trus","m",2013-12-02,"r","twst",NA,"1","2",2013,"talek",16,0.36,2014-11-05,2014-12-05,NA,"dls",NA,NA
"tsa","m",1998-12-10,"r","par",NA,"0",NA,1998,"talek",25,-0.71,1999-08-13,1999-07-20,2001-08-02,"dls",NA,NA
"tt","m",1989-09-01,"r","kb",NA,"1",NA,1989,"talek",2,0.91,1990-04-19,NA,1990-06-28,"dead",NA,NA
"tuch","m",2018-08-20,"r","fuzz",NA,"0",NA,2018,"serena.n",19,-0.71,NA,NA,2018-12-04,"dls",NA,NA
"tuli","u",2011-12-02,"r","sbl",NA,"1","1",2011,"talek",17,0.15,NA,NA,2012-01-10,"dead",NA,NA
"turk","m",2004-02-07,"r","art",NA,"1","2",2004,"talek",3,0.73,NA,NA,2004-08-09,"dead",NA,NA
"turq","f",2009-11-29,"r","mos",NA,"1","1",2009,"talek",4,0.71,2010-08-13,2010-07-05,2012-08-26,"dls",NA,2011-05-30
"tus","u",1999-02-12,"r","amar",NA,"1","2",1999,"talek",21,-0.33,NA,NA,1999-05-05,"dead",NA,NA
"tw","u",2016-12-23,"r","unag",NA,"1",NA,2016,"talek",15,0.52,2017-10-14,NA,2018-09-11,"dls",NA,NA
"twai","u",1997-03-03,"r","who",NA,"0",NA,1997,"talek",5,0.71,NA,NA,1997-04-28,"dead",NA,NA
"twnk","u",2015-12-17,"r","rama",NA,"1","2",2015,"serena.n",17,-0.6,NA,NA,2016-03-10,"dls",NA,NA
"twof","u",2015-12-14,"r","slin",NA,"0",NA,2015,"serena.s",6,0.37,NA,NA,2016-01-18,"dls",NA,NA
"twst","f",2011-03-03,"r","adon","ccp","0",NA,2011,"talek",14,0.31,2011-11-19,2012-05-30,2018-03-30,"dls",NA,2013-08-14
"tyak","u",2009-12-12,"r","clov",NA,"1","2",2009,"serena.s",1,1,NA,NA,2010-04-08,"dls",NA,NA
"typh","m",2010-11-03,"r","rbc",NA,"0",NA,2010,"serena.n",3,0.76,2011-08-02,2011-07-23,2012-07-15,"dls",NA,NA
"ud","m",1993-10-04,"r","23s",NA,"0",NA,1993,"talek",15,-0.4,1994-07-03,1994-08-23,1998-01-07,"dls",1996-09-15,NA
"ugg","u",2015-11-19,"r","hex",NA,"1","2",2015,"talek",38,-0.72,NA,2016-04-10,2016-04-14,"dls",NA,NA
"umbr","f",2013-03-23,"r","mgta","hrlm","1","1",2013,"talek",11,0.57,2014-01-07,2013-12-04,2018-05-01,"dls",NA,2015-03-12
"unag","f",2014-03-12,"r","hrpy","ksmu",NA,NA,2014,"talek",9,0.64,2014-10-28,2014-10-14,NA,"dls",NA,2016-09-04
"urc","m",2015-12-06,"r","amaz",NA,"1","2",2015,"talek",5,0.81,2016-06-19,2016-11-09,2018-03-11,"dls",NA,NA
"uzi","m",2012-08-21,"r","angi",NA,"0",NA,2012,"serena.n",10,0.1,2013-07-01,2013-06-03,2016-03-11,"dls",NA,NA
"van","f",2010-02-26,"r","arg",NA,"1","1",2010,"talek",23,-0.57,2010-09-29,2011-02-25,2012-06-20,"dls",NA,NA
"vaqi","m",2017-05-07,"r","tero",NA,"1","2",2017,"serena.n",21,-0.9,2018-02-09,NA,2019-10-28,"",NA,NA
"vaya","f",2014-02-24,"r","saw",NA,"1","2",2014,"happy.zebra",7,0.2,2014-10-27,2015-02-15,2015-06-28,"dls",NA,NA
"vdg","f",2007-11-15,"r","ali",NA,"1","2",2007,"talek",8,0.06,2008-07-10,2008-11-25,2010-08-03,"dls",NA,NA
"vega","u",1996-01-03,"r","sx",NA,"0",NA,1996,"talek",16,-0.03,NA,NA,1996-03-21,"dead",NA,NA
"velo","u",2010-03-01,"r","awp",NA,"1","2",2010,"serena.n",16,-0.76,NA,NA,2012-03-29,"dead",NA,NA
"vera","f",2017-07-25,"r","rang",NA,"1","1",2017,"serena.s",3,0.8,2018-05-12,NA,2019-01-28,"dls",NA,NA
"vf","f",1998-12-02,"r","bail",NA,"1","2",1998,"talek",21,-0.42,NA,NA,1999-03-05,"dead",NA,NA
"vin","u",2015-11-10,"r","coel",NA,"0",NA,2015,"happy.zebra",7,0.33,NA,NA,2016-04-09,"dead",NA,NA
"viol","f",2011-10-30,"r","mos",NA,"1","1",2011,"talek",9,0.57,2012-07-04,NA,2012-08-24,"dls",NA,NA
"vish","f",2011-04-18,"r","tnsl",NA,"1","2",2011,"serena.n",14,-0.36,2012-06-02,2012-07-29,2012-09-28,"dls",NA,NA
"viv","f",1994-07-01,"r","hk",NA,"1","2",1994,"talek",18,-0.47,1995-02-04,NA,1995-02-06,"dead",NA,NA
"vns","f",1994-07-10,"r","sx",NA,"1","2",1994,"talek",9,0.3,NA,NA,1994-11-10,"dead",NA,NA
"vol","u",2005-12-06,"r","mali",NA,"1","2",2005,"talek",9,0.11,NA,NA,2005-12-30,"dead",NA,NA
"voya","m",2014-09-18,"r","komo",NA,"2","1",2014,"serena.s",2,0.88,2015-05-18,2015-12-27,2018-11-21,"dls",NA,NA
"vwil","m",2010-03-30,"r","baez",NA,"1","2",2010,"talek",29,-1,2011-01-01,2011-06-25,2011-09-19,"dls",NA,NA
"walt","u",1999-05-25,"r","who",NA,"1","1",1999,"talek",4,0.8,NA,NA,1999-06-15,"dls",NA,NA
"wama","m",2015-08-01,"r","bab",NA,"1","2",2015,"talek",39,-0.76,NA,2016-05-22,NA,"dls",NA,NA
"warf","m",1994-11-15,"r","scy","rcn","1","1",1994,"talek",16,-0.3,NA,NA,1995-03-27,"dead",NA,NA
"waro","m",2015-01-07,"r","cart",NA,"1","1",2015,"talek",43,-0.95,NA,2015-09-17,2016-05-25,"dls",NA,NA
"wash","m",1996-10-23,"r","nav","mike","1","2",1996,"talek",14,0.1,1997-06-29,NA,1997-08-27,"dead",NA,NA
"wat","f",1997-06-27,"r","jb","fa","1","1",1997,"talek",3,0.85,NA,NA,1998-02-01,"dls",NA,NA
"wawa","m",2013-11-12,"r","lcs",NA,"0",NA,2013,"serena.n",21,-1,2014-06-10,2014-07-07,NA,"dls",NA,NA
"wh","m",1988-04-01,"r","lg",NA,"0","1",1988,"talek",11,0.04,1988-12-12,1989-04-20,1989-08-20,"dead",NA,NA
"whh","f",1998-02-28,"r","nav","zig","0",NA,1998,"talek",16,-0.07,1998-10-02,1999-01-03,2004-10-22,"dead",NA,2002-11-02
"whi","m",2000-03-24,"r","hg",NA,"1","1",2000,"talek",7,0.2,2000-09-09,2001-06-22,2003-11-07,"dls",NA,NA
"whiz","f",2010-11-16,"r","clov","duo","2","1",2010,"serena.s",1,1,2011-07-11,2011-07-19,2020-10-12,"dls",NA,2013-07-08
"who","f",1991-07-07,"r","bsh","zip","0","1",1991,"talek",1,1,NA,1992-05-22,2006-12-21,"",NA,1993-08-22
"wino","m",2015-02-27,"r","ojy",NA,"1","1",2015,"happy.zebra",13,-0.33,NA,2015-11-11,2016-03-15,"dls",NA,NA
"wins","f",2011-11-02,"r","ao",NA,"1","2",2011,"happy.zebra",5,0.27,NA,NA,2012-05-28,"dls",NA,NA
"wk","f",1990-10-20,"r","ua",NA,"1","2",1990,"talek",8,0.3,NA,NA,1991-06-13,"dead",NA,NA
"wlow","m",2014-01-05,"r","tilt",NA,"0",NA,2014,"talek",32,-0.37,2014-07-26,2014-09-15,2016-09-08,"dls",NA,NA
"wm","f",1994-07-07,"r","jab",NA,"1","1",1994,"talek",3,0.82,1995-01-26,NA,1995-03-13,"dead",NA,NA
"wmbo","u",2017-10-22,"r","remi",NA,"1","2",2017,"serena.n",8,0.33,NA,NA,2018-07-06,"dls",NA,NA
"wmen","f",2018-10-03,"r","hwk",NA,"1","1",2018,"happy.zebra",17,-0.39,2019-10-03,NA,2019-10-04,"",NA,NA
"wncr","f",2015-06-28,"r","angi",NA,"1","1",2015,"serena.n",11,0,2016-02-20,2016-03-20,2023-02-24,"dls",NA,2018-09-28
"woop","f",2018-06-15,"r","ring",NA,"0",NA,2018,"happy.zebra",24,-1,NA,NA,2018-09-24,"dls",NA,NA
"wr","f",1994-06-22,"r","bb","rcn","1","2",1994,"talek",4,0.73,1995-01-25,1995-12-30,2007-02-25,"dls",NA,1998-01-30
"wran","f",2010-01-13,"r","ffl",NA,"1","2",2010,"talek",21,-0.42,2010-11-04,2010-10-25,2020-05-27,"dls",NA,2013-04-02
"wrl","m",2002-06-10,"r","hg",NA,"1",NA,2002,"talek",9,-0.06,2003-04-12,2002-12-26,2003-07-29,"dead",NA,NA
"wrth","f",2012-10-28,"r","arg","frsc","1",NA,2012,"talek",40,-0.56,2013-07-29,2013-06-03,NA,"dls",NA,2015-04-15
"wsbi","m",2015-07-07,"r","clov",NA,"0",NA,2015,"serena.s",3,0.75,2015-12-09,2016-07-10,NA,"dls",2019-01-11,NA
"wtg","m",2015-07-07,"r","trex",NA,"0",NA,2015,"serena.n",19,-0.8,2016-04-16,2016-05-27,2020-10-15,"dls",NA,NA
"wtp","u",1994-01-17,"r","lg",NA,"1",NA,1994,"talek",23,-0.91,NA,NA,1994-02-22,"dead",NA,NA
"wy","f",1990-10-05,"r","bsh",NA,"0","1",1990,"talek",1,1,1991-05-08,1991-04-12,1991-06-24,"dead",NA,NA
"wych","u",2015-12-01,"r","wafl",NA,"1","2",2015,"serena.n",1,1,NA,NA,2016-03-15,"dls",NA,NA
"xena","m",2011-11-25,"r","loki",NA,"0",NA,2011,"talek",3,0.89,2012-08-17,2013-03-22,2014-11-12,"dls",2014-11-03,NA
"xnon","f",2010-01-13,"r","yog",NA,"1","1",2010,"talek",22,-0.5,2010-10-09,2010-09-14,2014-04-12,"dead",NA,2013-04-13
"xxx","f",1996-12-13,"r","hg","stg","1",NA,1996,"talek",11,0.31,NA,NA,1996-12-20,"dead",NA,NA
"xyz","m",1996-12-13,"r","hg",NA,"1",NA,1996,"talek",11,0.31,NA,NA,1996-12-20,"dead",NA,NA
"yaho","m",2010-07-14,"r","bab",NA,"1","2",2010,"talek",26,-0.78,2011-05-17,2011-07-28,2012-04-11,"dls",NA,NA
"yat","u",2004-02-04,"r","adon",NA,"0",NA,2004,"talek",2,0.86,NA,NA,2004-02-12,"dls",NA,NA
"yaz","m",2008-11-10,"r","aqua",NA,"0",NA,2008,"talek",5,0.57,2009-06-24,2009-12-20,2011-11-21,"dls",NA,NA
"yell","u",2014-03-09,"r","ele",NA,NA,NA,2014,"serena.n",11,-0.17,NA,NA,2014-04-25,"dls",NA,NA
"yet","m",1997-07-09,"r","kip","mike","1","1",1997,"talek",7,0.57,1997-12-04,1998-07-18,2001-03-13,"dls",NA,NA
"ylst","m",2010-02-19,"r","sbl",NA,"1","1",2010,"talek",11,0.28,2010-11-12,2010-12-26,2012-04-13,"dls",NA,NA
"yoda","f",2001-06-01,"r","sein",NA,"1","1",2001,"talek",4,0.64,2002-01-19,2001-12-13,2003-01-15,"dls",NA,NA
"yog","f",2001-11-20,"r","mp",NA,"0",NA,2001,"talek",7,0.29,2002-10-11,2003-04-06,2017-05-13,"dls",NA,2005-08-07
"yola","m",2015-01-31,"r","gel",NA,"1",NA,2015,"talek",24,-0.06,NA,2016-05-04,2018-01-08,"dls",NA,NA
"yose","u",2011-03-19,"r","ao",NA,"1","1",2011,"happy.zebra",5,0.27,NA,NA,2011-05-09,"dls",NA,NA
"yosh","f",2009-06-15,"r","cart",NA,"1","1",2009,"talek",20,-0.8,NA,2010-01-15,2012-02-25,"",NA,NA
"yumm","m",2011-11-02,"r","bab",NA,"1","2",2011,"talek",35,-0.78,2012-09-18,2012-12-08,2012-12-06,"dls",NA,NA
"zal","f",2018-02-01,"r","erem",NA,"0",NA,2018,"happy.zebra",6,0.56,2018-10-27,NA,2019-03-21,"dls",NA,NA
"zc","f",2001-03-13,"r","ath",NA,"0",NA,2001,"talek",2,0.88,2001-10-09,2002-01-27,2005-05-13,"dead",NA,2003-10-18
"zeny","m",2010-12-18,"r","blue",NA,"1","2",2010,"talek",8,0.5,2011-08-04,2012-01-12,2012-05-13,"dls",NA,NA
"zeus","m",2001-03-20,"r","mrph",NA,"1","1",2001,"talek",1,1,2001-10-08,NA,2001-10-20,"dead",NA,NA
"zim","f",1998-11-29,"r","cr","zig","1","1",1998,"talek",18,-0.21,1999-08-04,2000-02-23,2002-12-12,"dls",NA,NA
"zimu","m",2017-10-16,"r","jude",NA,"0",NA,2017,"serena.n",13,-0.14,2018-10-25,NA,2021-10-25,"dls",NA,NA
"zing","f",1995-11-09,"r","dj","tz","1","2",1995,"talek",8,0.51,1996-06-29,1996-09-03,1997-07-24,"dls",NA,NA
"zion","f",2010-02-19,"r","sbl",NA,"1","2",2010,"talek",11,0.28,2010-12-24,2011-02-16,2013-05-06,"dls",NA,NA
"ziti","m",2010-04-03,"r","guci",NA,"1","2",2010,"talek",14,0.07,2010-11-12,2011-07-14,2021-10-20,"dls",NA,NA
"zomb","u",2010-10-13,"r","msl",NA,NA,NA,2010,"talek",20,-0.35,NA,NA,2010-12-24,"dls",NA,NA
"zor","f",1989-07-17,"r","23s",NA,"1","1",1989,"talek",20,-0.65,1990-04-16,NA,1990-05-01,"dead",NA,NA
"zulu","m",1994-05-01,"r","pt",NA,"1","2",1994,"talek",8,0.39,1995-01-28,1995-08-20,1997-08-31,"dead",NA,NA
"zyk","u",2012-02-09,"r","silk",NA,"0",NA,2012,"happy.zebra",12,-0.83,NA,NA,2012-04-27,"dls",NA,NA
